Ship_mode,Country,State,City,Division,Region,Product_Name,Sales,Units,Gross_profit,Cost,gross_margin,profit_per_unit,margin_category,profit_category
Standard Class,United States,California,Sacramento,Chocolate,Pacific,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,66.67,2.4,High Margin,Loss Making
Second Class,United States,California,Los Angeles,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4,71.35,2.49,High Margin,High Profit
Standard Class,United States,Ohio,Springfield,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4,71.35,2.49,High Margin,High Profit
Second Class,United States,California,Los Angeles,Chocolate,Pacific,Wonka Bar - Fudge Mallows,18,5,12,6,66.67,2.4,High Margin,High Profit
Standard Class,United States,Georgia,Warner Robins,Chocolate,Gulf,Wonka Bar - Nutty Crunch Surprise,24.43,7,17.43,7,71.35,2.49,High Margin,High Profit
Standard Class,United States,New York,New York City,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,64.92,2.11,High Margin,Loss Making
Standard Class,United States,Missouri,Springfield,Chocolate,Interior,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92,2.11,High Margin,Low Profit
Standard Class,United States,Ohio,Springfield,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98,64.92,2.11,High Margin,High Profit
Standard Class,United States,New York,New York City,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,69.44,2.5,High Margin,Loss Making
First Class,United States,California,San Francisco,Chocolate,Pacific,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,66.67,2.4,High Margin,Low Profit
Standard Class,United States,New York,New York City,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,66.67,2.4,High Margin,Low Profit
Second Class,United States,California,Los Angeles,Chocolate,Pacific,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,66.67,2.4,High Margin,Low Profit
First Class,United States,California,San Francisco,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4,71.35,2.49,High Margin,High Profit
Standard Class,United States,Ohio,Springfield,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4,71.35,2.49,High Margin,High Profit
Standard Class,United States,Ohio,Springfield,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1,71.35,2.49,High Margin,Loss Making
Second Class,United States,California,Los Angeles,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,18,5,12.5,5.5,69.44,2.5,High Margin,High Profit
Standard Class,United States,Ohio,Springfield,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92,2.11,High Margin,Low Profit
Second Class,United States,California,Los Angeles,Chocolate,Pacific,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,66.67,2.4,High Margin,Low Profit
First Class,United States,Ohio,Troy,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,20.94,6,14.94,6,71.35,2.49,High Margin,High Profit
First Class,United States,California,San Francisco,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5,71.35,2.49,High Margin,High Profit
Standard Class,United States,Ohio,Springfield,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92,2.11,High Margin,Low Profit
First Class,United States,California,San Francisco,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1,71.35,2.49,High Margin,Loss Making
Second Class,United States,California,Los Angeles,Chocolate,Pacific,Wonka Bar - Milk Chocolate,13,4,8.44,4.56,64.92,2.11,High Margin,Low Profit
Second Class,United States,Ohio,Toledo,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92,2.11,High Margin,Low Profit
First Class,United States,California,San Francisco,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,24.43,7,17.43,7,71.35,2.49,High Margin,High Profit
Second Class,United States,Ohio,Toledo,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,18,5,12.5,5.5,69.44,2.5,High Margin,High Profit
Standard Class,United States,Ohio,Springfield,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,25.2,7,17.5,7.7,69.44,2.5,High Margin,High Profit
Standard Class,United States,Texas,Houston,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,24.43,7,17.43,7,71.35,2.49,High Margin,High Profit
Standard Class,United States,Ohio,Springfield,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,25.2,7,17.5,7.7,69.44,2.5,High Margin,High Profit
First Class,United States,Oklahoma,Oklahoma City,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2,71.35,2.49,High Margin,Low Profit
Standard Class,United States,New York,New York City,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98,64.92,2.11,High Margin,High Profit
Standard Class,United States,New York,New York City,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92,2.11,High Margin,Low Profit
Standard Class,United States,Illinois,Chicago,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2,69.44,2.5,High Margin,Low Profit
Standard Class,United States,California,San Francisco,Chocolate,Pacific,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92,2.11,High Margin,Low Profit
Second Class,United States,California,San Francisco,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4,71.35,2.49,High Margin,High Profit
Standard Class,United States,California,San Francisco,Chocolate,Pacific,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,66.67,2.4,High Margin,Low Profit
Standard Class,United States,Indiana,Noblesville,Other,Interior,Wonka Gum,7.5,6,3.9,3.6,52,0.65,High Margin,Loss Making
Standard Class,United States,Florida,Apopka,Chocolate,Gulf,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44,2.5,High Margin,Low Profit
Standard Class,United States,New York,New York City,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44,2.5,High Margin,Low Profit
Standard Class,United States,Illinois,Arlington Heights,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,20.94,6,14.94,6,71.35,2.49,High Margin,High Profit
Standard Class,United States,New York,New York City,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,66.67,2.4,High Margin,Low Profit
Standard Class,United States,California,San Francisco,Chocolate,Pacific,Wonka Bar - Fudge Mallows,39.6,11,26.4,13.2,66.67,2.4,High Margin,High Profit
Standard Class,United States,Florida,Apopka,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33,2.45,High Margin,Low Profit
Standard Class,United States,New York,New York City,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3,71.35,2.49,High Margin,Low Profit
Standard Class,United States,New York,New York City,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,64.92,2.11,High Margin,Loss Making
Standard Class,United States,New York,New York City,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92,2.11,High Margin,Low Profit
Standard Class,United States,New York,New York City,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2,69.44,2.5,High Margin,Low Profit
Standard Class,United States,Illinois,Chicago,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4,71.35,2.49,High Margin,High Profit
Standard Class,United States,New York,New York City,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33,2.45,High Margin,Low Profit
Standard Class,United States,Michigan,Detroit,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33,2.45,High Margin,Low Profit
Standard Class,United States,Ohio,Parma,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,32.4,9,21.6,10.8,66.67,2.4,High Margin,High Profit
Standard Class,United States,Ohio,Parma,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2,71.35,2.49,High Margin,Low Profit
Standard Class,United States,Ohio,Parma,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,24.43,7,17.43,7,71.35,2.49,High Margin,High Profit
First Class,United States,Illinois,Chicago,Chocolate,Interior,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,64.92,2.11,High Margin,High Profit
First Class,United States,California,San Diego,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33,2.45,High Margin,Low Profit
Standard Class,United States,Ohio,Parma,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,66.67,2.4,High Margin,Low Profit
Second Class,United States,Indiana,La Porte,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2,69.44,2.5,High Margin,Low Profit
Second Class,United States,Indiana,La Porte,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,24.43,7,17.43,7,71.35,2.49,High Margin,High Profit
Second Class,United States,Indiana,La Porte,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2,69.44,2.5,High Margin,Low Profit
Standard Class,United States,Arizona,Mesa,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,65.33,2.45,High Margin,High Profit
Standard Class,United States,Arizona,Mesa,Chocolate,Pacific,Wonka Bar - Fudge Mallows,25.2,7,16.8,8.4,66.67,2.4,High Margin,High Profit
Second Class,United States,Indiana,La Porte,Chocolate,Interior,Wonka Bar - Fudge Mallows,28.8,8,19.2,9.6,66.67,2.4,High Margin,High Profit
Standard Class,United States,Ohio,Parma,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,21.6,6,14.4,7.2,66.67,2.4,High Margin,High Profit
Second Class,United States,Indiana,La Porte,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2,69.44,2.5,High Margin,Low Profit
Standard Class,United States,Arizona,Mesa,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33,2.45,High Margin,Low Profit
First Class,United States,California,San Diego,Chocolate,Pacific,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,66.67,2.4,High Margin,Low Profit
Standard Class,United States,Oklahoma,Oklahoma City,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,14.4,4,10,4.4,69.44,2.5,High Margin,High Profit
Standard Class,United States,Washington,Auburn,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1,71.35,2.49,High Margin,Loss Making
Standard Class,United States,Washington,Seattle,Chocolate,Pacific,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,66.67,2.4,High Margin,Low Profit
Standard Class,United States,Washington,Vancouver,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33,2.45,High Margin,Low Profit
Standard Class,United States,New York,New York City,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,18,5,12,6,66.67,2.4,High Margin,High Profit
Standard Class,United States,Illinois,Highland Park,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33,2.45,High Margin,Low Profit
Standard Class,United States,New York,New York City,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33,2.45,High Margin,Low Profit
Standard Class,United States,Pennsylvania,Philadelphia,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,24.43,7,17.43,7,71.35,2.49,High Margin,High Profit
Standard Class,United States,New York,New York City,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33,2.45,High Margin,Low Profit
Standard Class,United States,New York,New York City,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,18,5,12.5,5.5,69.44,2.5,High Margin,High Profit
Standard Class,United States,New York,New York City,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33,2.45,High Margin,Low Profit
Standard Class,United States,North Carolina,Thomasville,Chocolate,Gulf,Wonka Bar - Nutty Crunch Surprise,24.43,7,17.43,7,71.35,2.49,High Margin,High Profit
Standard Class,United States,New York,New York City,Sugar,Atlantic,Fun Dip,6,4,2.4,3.6,40,0.6,High Margin,Loss Making
Second Class,United States,Pennsylvania,Philadelphia,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44,2.5,High Margin,Low Profit
First Class,United States,New York,New York City,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2,69.44,2.5,High Margin,Low Profit
Standard Class,United States,Delaware,Newark,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,14.4,4,10,4.4,69.44,2.5,High Margin,High Profit
Second Class,United States,Pennsylvania,Philadelphia,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92,2.11,High Margin,Low Profit
Standard Class,United States,New York,New York City,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,64.92,2.11,High Margin,Loss Making
First Class,United States,California,Los Angeles,Chocolate,Pacific,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,66.67,2.4,High Margin,Low Profit
Standard Class,United States,Texas,Houston,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2,69.44,2.5,High Margin,Low Profit
Second Class,United States,Georgia,Atlanta,Chocolate,Gulf,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2,71.35,2.49,High Margin,Low Profit
Standard Class,United States,California,San Francisco,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33,2.45,High Margin,Low Profit
Standard Class,United States,Delaware,Newark,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5,71.35,2.49,High Margin,High Profit
Second Class,United States,Georgia,Atlanta,Chocolate,Gulf,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,69.44,2.5,High Margin,Loss Making
First Class,United States,New York,New York City,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92,2.11,High Margin,Low Profit
Second Class,United States,Georgia,Atlanta,Chocolate,Gulf,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2,71.35,2.49,High Margin,Low Profit
Second Class,United States,Pennsylvania,Philadelphia,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,13,4,8.44,4.56,64.92,2.11,High Margin,Low Profit
Standard Class,United States,Maryland,Baltimore,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33,2.45,High Margin,Low Profit
Standard Class,United States,New York,New York City,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92,2.11,High Margin,Low Profit
Same Day,United States,North Carolina,Burlington,Chocolate,Gulf,Wonka Bar -Scrumdiddlyumptious,14.4,4,10,4.4,69.44,2.5,High Margin,High Profit
Second Class,United States,California,Los Angeles,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,24.43,7,17.43,7,71.35,2.49,High Margin,High Profit
Second Class,United States,California,Los Angeles,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1,71.35,2.49,High Margin,Loss Making
Standard Class,United States,California,Los Angeles,Chocolate,Pacific,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,66.67,2.4,High Margin,Low Profit
Standard Class,United States,California,San Diego,Chocolate,Pacific,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,66.67,2.4,High Margin,Low Profit
First Class,United States,California,Roseville,Chocolate,Pacific,Wonka Bar - Fudge Mallows,18,5,12,6,66.67,2.4,High Margin,High Profit
Standard Class,United States,New Mexico,Carlsbad,Chocolate,Pacific,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,64.92,2.11,High Margin,High Profit
Standard Class,United States,New Mexico,Carlsbad,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44,2.5,High Margin,Low Profit
First Class,United States,Texas,The Colony,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,14.4,4,10,4.4,69.44,2.5,High Margin,High Profit
First Class,United States,California,San Francisco,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,65.33,2.45,High Margin,High Profit
First Class,United States,Texas,The Colony,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44,2.5,High Margin,Low Profit
Second Class,United States,Michigan,Taylor,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2,71.35,2.49,High Margin,Low Profit
Standard Class,United States,Texas,Pasadena,Chocolate,Interior,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,64.92,2.11,High Margin,High Profit
Standard Class,United States,California,Los Angeles,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1,71.35,2.49,High Margin,Loss Making
Standard Class,United States,Ohio,Kent,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,64.92,2.11,High Margin,High Profit
Standard Class,United States,Texas,Pasadena,Chocolate,Interior,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92,2.11,High Margin,Low Profit
Same Day,United States,California,Concord,Chocolate,Pacific,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,64.92,2.11,High Margin,High Profit
Standard Class,United States,Texas,Pasadena,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2,71.35,2.49,High Margin,Low Profit
Standard Class,United States,Texas,Pasadena,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2,71.35,2.49,High Margin,Low Profit
Standard Class,United States,Oklahoma,Oklahoma City,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,15,4,9.8,5.2,65.33,2.45,High Margin,High Profit
Standard Class,United States,California,San Diego,Chocolate,Pacific,Wonka Bar - Fudge Mallows,18,5,12,6,66.67,2.4,High Margin,High Profit
Second Class,United States,Alabama,Huntsville,Chocolate,Gulf,Wonka Bar - Milk Chocolate,13,4,8.44,4.56,64.92,2.11,High Margin,Low Profit
Standard Class,United States,California,Los Angeles,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1,71.35,2.49,High Margin,Loss Making
Standard Class,United States,Texas,Houston,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2,71.35,2.49,High Margin,Low Profit
Standard Class,United States,Washington,Seattle,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33,2.45,High Margin,Low Profit
Standard Class,United States,New York,Long Beach,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92,2.11,High Margin,Low Profit
First Class,United States,Indiana,Indianapolis,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33,2.45,High Margin,Low Profit
First Class,United States,North Carolina,Jacksonville,Chocolate,Gulf,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92,2.11,High Margin,Low Profit
Standard Class,United States,New York,Niagara Falls,Sugar,Atlantic,SweeTARTS,9,6,4.2,4.8,46.67,0.7,High Margin,Low Profit
Standard Class,United States,New York,Niagara Falls,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44,2.5,High Margin,Low Profit
Standard Class,United States,Texas,Houston,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33,2.45,High Margin,Low Profit
Standard Class,United States,New York,New York City,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3,71.35,2.49,High Margin,Low Profit
Standard Class,United States,Texas,Houston,Chocolate,Interior,Wonka Bar - Fudge Mallows,18,5,12,6,66.67,2.4,High Margin,High Profit
Standard Class,United States,Texas,Houston,Chocolate,Interior,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92,2.11,High Margin,Low Profit
Standard Class,United States,Texas,Houston,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,41.88,12,29.88,12,71.35,2.49,High Margin,High Profit
Standard Class,United States,New York,Long Beach,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,18,5,12,6,66.67,2.4,High Margin,High Profit
Standard Class,United States,Texas,Houston,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33,2.45,High Margin,Low Profit
Standard Class,United States,Texas,Houston,Chocolate,Interior,Wonka Bar - Fudge Mallows,21.6,6,14.4,7.2,66.67,2.4,High Margin,High Profit
Standard Class,United States,New York,New York City,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33,2.45,High Margin,Low Profit
Standard Class,United States,New York,New York City,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,14.4,4,10,4.4,69.44,2.5,High Margin,High Profit
